clade	test	back	pval	kval
Actinopterygii_group5	Syngnathus_acus	`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`	0.0000	16.12
Actinopterygii_group5	Thalassophryne_amazonica	`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Node1,Myripristis_murdjan,Hypomesus_transpacificus`	0.0043	0.77
Actinopterygii_group5	Thunnus_albacares	`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_maccoyii,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`	1.0000	0.88
Actinopterygii_group5	Thunnus_maccoyii	`Boleophthalmus_pectinirostris,Periophthalmus_magnuspinnatus,Node4,Sphaeramia_orbicularis,Node3,Scomber_japonicus,Thunnus_albacares,Node11,Node9,Synchiropus_splendidus,Syngnathus_acus,Hippocampus_comes,Hippocampus_zosterae,Node19,Node17,Dunckerocampus_dactyliophorus,Node16,Node14,Node8,Node2,Thalassophryne_amazonica,Node1,Myripristis_murdjan,Hypomesus_transpacificus`	0.1372	0.00
Actinopterygii_group6	Carassius_auratus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.72
Actinopterygii_group6	Carassius_gibelio	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.6305	1.13
Actinopterygii_group6	Chanos_chanos	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Denticeps_clupeoides`	0.0352	1.38
Actinopterygii_group6	Clarias_gariepinus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.1691	0.77
Actinopterygii_group6	Colossoma_macropomum	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.79
Actinopterygii_group6	Ctenopharyngodon_idella	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.96
Actinopterygii_group6	Cyprinus_carpio	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0489	0.66
Actinopterygii_group6	Danio_rerio	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0002	0.72
Actinopterygii_group6	Denticeps_clupeoides	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos`	0.4044	1.07
Actinopterygii_group6	Electrophorus_electricus	`Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	1.00
Actinopterygii_group6	Ictalurus_furcatus	`Electrophorus_electricus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	1.27
Actinopterygii_group6	Ictalurus_punctatus	`Electrophorus_electricus,Ictalurus_furcatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0168	0.37
Actinopterygii_group6	Labeo_rohita	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.3503	0.81
Actinopterygii_group6	Megalobrama_amblycephala	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.85
Actinopterygii_group6	Misgurnus_anguillicaudatus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0021	0.76
Actinopterygii_group6	Myxocyprinus_asiaticus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0213	0.50
Actinopterygii_group6	Pangasianodon_hypophthalmus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0020	0.52
Actinopterygii_group6	Pimephales_promelas	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.4662	0.84
Actinopterygii_group6	Pygocentrus_nattereri	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.96
Actinopterygii_group6	Silurus_meridionalis	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	1.0000	0.66
Actinopterygii_group6	Tachysurus_fulvidraco	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Xyrauchen_texanus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0296	0.67
Actinopterygii_group6	Xyrauchen_texanus	`Electrophorus_electricus,Ictalurus_furcatus,Ictalurus_punctatus,Node9,Pangasianodon_hypophthalmus,Node8,Clarias_gariepinus,Node7,Silurus_meridionalis,Node6,Tachysurus_fulvidraco,Node5,Pygocentrus_nattereri,Colossoma_macropomum,Node16,Node4,Node2,Misgurnus_anguillicaudatus,Myxocyprinus_asiaticus,Node22,Node20,Carassius_auratus,Carassius_gibelio,Node28,Cyprinus_carpio,Node27,Danio_rerio,Pimephales_promelas,Megalobrama_amblycephala,Ctenopharyngodon_idella,Node36,Node34,Node32,Node26,Labeo_rohita,Node25,Node19,Node1,Chanos_chanos,Denticeps_clupeoides`	0.0030	1.71
Actinopterygii_group7	Acipenser_ruthenus	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.3024	2.13
Actinopterygii_group7	Anguilla_anguilla	`Lepisosteus_oculatus,Megalops_cyprinoides,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.4341	0.88
Actinopterygii_group7	Brienomyrus_brachyistius	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.7654	1.24
Actinopterygii_group7	Erpetoichthys_calabaricus	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Node15`	0.4770	0.79
Actinopterygii_group7	Lepisosteus_oculatus	`Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.0497	1.38
Actinopterygii_group7	Megalops_cyprinoides	`Lepisosteus_oculatus,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.5544	1.09
Actinopterygii_group7	Paramormyrops_kingsleyae	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.0071	0.19
Actinopterygii_group7	Polyodon_spathula	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.0073	0.39
Actinopterygii_group7	Polypterus_senegalus	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Scleropages_formosus,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Erpetoichthys_calabaricus,Node15`	0.9948	1.01
Actinopterygii_group7	Scleropages_formosus	`Lepisosteus_oculatus,Megalops_cyprinoides,Anguilla_anguilla,Node4,Paramormyrops_kingsleyae,Brienomyrus_brachyistius,Node8,Node7,Node3,Node1,Acipenser_ruthenus,Polyodon_spathula,Node12,Polypterus_senegalus,Erpetoichthys_calabaricus,Node15`	0.0000	0.00
Afrotheria	Echinops_telfairi	`Trichechus_manatus_latirostris,Loxodonta_africana,Elephas_maximus_indicus,Node2,Elephantulus_edwardii,Node6,Orycteropus_afer_afer,Node5`	0.0191	0.48
Afrotheria	Elephantulus_edwardii	`Trichechus_manatus_latirostris,Loxodonta_africana,Elephas_maximus_indicus,Node2,Echinops_telfairi,Node6,Orycteropus_afer_afer,Node5`	0.0010	0.00
Afrotheria	Elephas_maximus_indicus	`Trichechus_manatus_latirostris,Loxodonta_africana,Node2,Echinops_telfairi,Elephantulus_edwardii,Node6,Orycteropus_afer_afer,Node5`	0.1253	0.51
Afrotheria	Loxodonta_africana	`Trichechus_manatus_latirostris,Elephas_maximus_indicus,Node2,Echinops_telfairi,Elephantulus_edwardii,Node6,Orycteropus_afer_afer,Node5`	0.0250	3.33
Afrotheria	Orycteropus_afer_afer	`Trichechus_manatus_latirostris,Loxodonta_africana,Elephas_maximus_indicus,Node2,Echinops_telfairi,Elephantulus_edwardii,Node6,Node5`	1.0000	2.01
Afrotheria	Trichechus_manatus_latirostris	`Loxodonta_africana,Elephas_maximus_indicus,Node2,Echinops_telfairi,Elephantulus_edwardii,Node6,Orycteropus_afer_afer,Node5`	1.0000	1.23
Amphibia	Bufo_bufo	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	0.6967	1.16
Amphibia	Bufo_gargarizans	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_bufo,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	0.3750	0.17
Amphibia	Geotrypetes_seraphini	`Microcaecilia_unicolor,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_bufo,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	0.0000	2.77
Amphibia	Microcaecilia_unicolor	`Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_bufo,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	0.0003	0.01
Amphibia	Rana_temporaria	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_bufo,Bufo_gargarizans,Node9,Node8,Node6,Xenopus_tropicalis,Node5`	1.0000	50.00
Amphibia	Rhinatrema_bivittatum	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Spea_bombifrons,Bufo_bufo,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	0.0000	0.01
Amphibia	Spea_bombifrons	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Bufo_bufo,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Xenopus_tropicalis,Node5`	1.0000	0.37
Amphibia	Xenopus_tropicalis	`Microcaecilia_unicolor,Geotrypetes_seraphini,Node1,Rhinatrema_bivittatum,Spea_bombifrons,Bufo_bufo,Bufo_gargarizans,Node9,Rana_temporaria,Node8,Node6,Node5`	0.0004	2.16
Artiodactyla	Balaenoptera_acutorostrata_scammoni	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	1.0000	2.49
Artiodactyla	Balaenoptera_musculus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.1598	0.00
Artiodactyla	Bison_bison_bison	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bos_mutus,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	0.3359	50.00
Artiodactyla	Bos_mutus	`Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Node4,Node2,Physeter_catodon,Lipotes_vexillifer,Delphinapterus_leucas,Monodon_monoceros,Node15,Orcinus_orca,Lagenorhynchus_obliquidens,Globicephala_melas,Tursiops_truncatus,Node22,Node20,Node18,Node14,Node12,Node10,Balaenoptera_musculus,Balaenoptera_acutorostrata_scammoni,Node25,Node9,Moschus_berezovskii,Bison_bison_bison,Node34,Bos_taurus,Node33,Bubalus_bubalis,Bubalus_carabanensis,Node38,Node32,Oryx_dammah,Capra_hircus,Ovis_aries,Node44,Budorcas_taxicolor,Node43,Node41,Node31,Node29,Cervus_canadensis,Cervus_elaphus,Node49,Odocoileus_virginianus_texanus,Node48,Node28,Node8,Phacochoerus_africanus,Sus_scrofa,Node53,Node7`	1.0000	0.97
